pop	pop_type	num_TP	out	coexist_length	mutate_TP	SE	SF	SP	NE	NF	NP	IE	IF	IP	S1	S2	S3	S4	S5	S6	S7	S8	N1	N2	N3	N4	N5	N6	N7	N8	I1	I2	I3	I4	I5	I6	I7	I8
409	del_mutL	8	1	231	29	5	5	3	10	23	13	3	5	6	1	5	2	0	0	0	0	0	6	23	6	0	0	0	0	0	2	5	2	0	1	0	0	0
409	del_mutL	8	1	231	66	5	0	21	23	0	45	3	0	12	5	0	4	16	0	1	0	0	23	0	14	34	0	4	0	0	3	0	2	9	0	3	0	0
409	del_mutL	8	1	231	99	5	0	19	17	0	40	8	0	4	5	0	0	15	0	4	0	0	17	0	2	25	0	13	0	0	9	0	0	2	0	2	0	0
409	del_mutL	8	1	231	165	34	0	40	68	0	78	20	0	19	36	0	22	9	0	10	0	0	69	0	28	28	0	24	0	0	20	0	7	8	0	5	0	0
409	del_mutL	8	1	231	198	4	0	2	6	0	4	2	0	0	7	0	4	1	0	0	0	0	8	0	11	1	0	0	0	0	3	0	1	0	0	0	0	0
409	del_mutL	8	1	231	231	4	0	18	8	0	46	6	0	14	5	0	13	3	0	2	0	0	10	0	29	13	0	4	0	0	6	0	6	2	0	8	0	0
409	del_mutL	8	1	231	264	40	0	22	180	0	77	86	0	34	38	0	0	1	0	18	0	0	179	0	4	7	0	57	0	0	85	0	0	2	0	30	0	0
409	del_mutL	8	1	231	297	0	0	74	0	0	161	0	0	69	0	0	0	0	0	74	0	0	0	0	0	0	0	160	0	0	0	0	0	0	0	68	0	0
410	del_srlD	8	0	0	29	11	0	23	5	5	4	19	2	8	8	0	3	7	2	8	0	0	3	5	1	2	0	1	0	0	17	2	0	0	0	0	0	0
410	del_srlD	8	0	0	66	11	0	11	25	5	2	15	1	0	11	0	10	11	0	4	0	0	25	3	2	9	0	0	0	0	17	1	0	1	0	0	0	0
410	del_srlD	8	0	0	99	4	0	9	3	1	4	1	0	5	4	0	3	7	0	6	0	0	3	3	1	1	0	3	0	0	4	0	0	18	0	0	0	0
410	del_srlD	8	0	0	132	3	0	0	4	5	0	2	1	0	3	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	2	1	0	0	0	0	0	0
410	del_srlD	8	0	0	165	2	1	0	9	3	0	9	0	0	2	1	0	0	0	0	0	0	9	2	0	0	0	0	0	0	9	0	0	0	0	0	0	0
410	del_srlD	8	0	0	231	12	14	0	18	31	0	7	1	0	13	1	0	5	0	0	0	0	19	4	0	0	0	0	0	0	7	0	0	1	0	0	0	0
410	del_srlD	8	0	0	264	16	0	47	51	0	45	46	0	28	16	13	5	11	0	10	0	0	51	29	10	9	0	18	0	0	43	1	3	14	0	9	0	0
410	del_srlD	8	0	0	297	0	0	29	0	0	75	0	0	41	0	0	0	0	0	29	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	36	0	0
411	del_mutL_araBAD	9	1	132	29	27	16	0	116	38	0	18	8	1	27	17	0	0	0	0	0	0	115	38	0	0	0	0	0	0	18	8	0	0	0	1	0	0
411	del_mutL_araBAD	9	1	132	66	28	12	2	119	21	2	38	4	1	28	11	0	0	0	0	0	0	119	20	0	0	0	1	0	0	38	4	0	1	0	0	0	0
411	del_mutL_araBAD	9	1	132	99	38	6	0	104	13	4	33	0	0	11	5	0	0	0	0	0	0	28	11	0	0	0	1	0	0	10	0	0	0	0	0	0	0
411	del_mutL_araBAD	9	1	132	132	5	1	3	39	1	0	7	0	0	32	0	10	7	0	0	0	0	115	0	15	6	0	0	0	0	28	0	4	0	0	0	0	0
411	del_mutL_araBAD	9	1	132	165	39	0	57	88	1	105	22	1	21	39	2	14	21	0	10	0	0	89	4	30	48	0	11	0	0	22	0	5	10	0	3	0	0
411	del_mutL_araBAD	9	1	132	198	43	0	42	64	0	76	43	0	13	43	0	10	5	0	30	0	0	64	0	24	8	0	45	0	0	43	0	1	2	0	10	0	0
411	del_mutL_araBAD	9	1	132	231	15	0	9	32	0	27	9	0	4	15	0	3	2	0	5	0	0	32	0	5	10	0	14	0	0	9	0	0	3	0	1	0	0
411	del_mutL_araBAD	9	1	132	264	50	0	61	127	0	93	76	0	38	50	0	10	11	0	36	0	0	127	0	12	13	0	66	0	0	76	0	3	2	0	33	0	0
411	del_mutL_araBAD	9	1	132	297	0	0	44	0	0	128	0	0	41	0	0	0	0	1	43	0	0	0	0	0	0	1	126	0	0	0	0	0	0	0	43	0	0
412	wt	9	0	0	29	4	1	0	13	0	6	2	0	1	4	1	0	0	0	0	0	0	14	0	3	0	0	1	0	0	2	0	0	0	0	0	0	0
412	wt	9	0	0	66	3	0	0	4	0	4	5	0	5	3	0	0	0	0	0	0	0	4	0	2	0	0	1	0	0	5	0	1	0	0	3	0	0
412	wt	9	0	0	99	0	0	0	2	0	2	2	0	1	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	2	0	1	0	0	0	0	0
412	wt	9	0	0	132	3	0	0	7	0	3	0	0	0	3	0	0	0	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
412	wt	9	0	0	165	13	6	1	17	2	6	15	0	3	3	6	0	0	1	0	0	0	2	2	0	0	0	5	0	0	0	0	0	0	0	3	0	0
412	wt	9	0	0	198	42	0	0	73	0	8	13	0	3	42	0	0	0	0	0	0	0	73	0	4	0	0	8	0	0	13	0	1	0	0	4	0	0
412	wt	9	0	0	231	3	0	0	8	0	0	2	0	0	13	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0
412	wt	9	0	0	264	6	0	15	20	0	19	25	0	11	6	0	0	0	0	15	0	0	20	0	5	0	0	14	0	0	25	0	0	0	0	11	0	0
412	wt	9	0	0	297	0	0	11	0	0	39	0	0	30	0	0	0	0	0	11	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	31	0	0
413	wt	8	0	0	29	0	0	2	7	1	0	7	1	0	0	0	0	0	0	2	0	0	7	1	0	0	0	0	0	0	7	1	0	0	0	0	0	0
413	wt	8	0	0	66	14	14	0	32	13	0	4	4	0	14	13	0	0	1	0	0	0	32	13	0	0	0	0	0	0	4	4	0	0	0	0	0	0
413	wt	8	0	0	99	6	15	0	31	25	0	3	5	0	6	9	0	0	0	0	0	0	31	16	0	0	0	0	0	0	3	4	0	0	0	0	0	0
413	wt	8	0	0	165	25	11	1	76	24	0	26	14	3	11	9	0	0	0	0	0	0	32	15	0	0	0	0	0	0	8	6	0	0	0	1	0	0
413	wt	8	0	0	198	60	2	0	142	4	0	34	1	4	65	0	0	0	0	1	0	0	151	0	0	0	0	0	0	0	42	0	1	0	0	4	0	0
413	wt	8	0	0	231	10	65	0	14	149	0	1	26	0	19	4	0	1	0	0	0	0	49	7	0	1	0	0	0	0	11	7	0	2	0	0	0	0
413	wt	8	0	0	264	11	0	16	36	0	10	36	0	8	11	71	2	2	0	11	0	0	36	164	0	1	0	8	0	0	36	29	0	0	0	7	0	0
413	wt	8	0	0	297	0	0	45	0	0	104	0	0	38	0	0	0	0	1	44	0	0	0	0	0	0	0	104	0	0	0	0	0	0	2	36	0	0
414	del_mutL_srlD	9	1	198	29	25	3	23	13	14	8	23	2	4	16	3	0	13	0	3	0	0	9	12	0	2	0	0	0	0	17	2	0	0	0	0	0	0
414	del_mutL_srlD	9	1	198	66	6	1	23	39	0	28	9	1	8	12	1	6	20	0	3	0	0	40	2	11	22	0	1	0	0	11	1	5	6	0	1	0	0
414	del_mutL_srlD	9	1	198	99	37	0	27	59	0	47	25	0	14	35	0	6	10	0	25	0	0	60	0	12	36	0	12	0	0	25	0	1	3	0	27	0	0
414	del_mutL_srlD	9	1	198	132	19	0	66	52	0	142	22	0	28	20	0	61	9	0	2	0	0	53	0	127	31	0	7	0	0	14	0	20	8	0	1	0	0
414	del_mutL_srlD	9	1	198	165	10	0	131	44	0	277	27	2	50	11	0	108	9	0	8	0	0	53	0	202	28	0	10	0	0	32	0	39	10	2	3	0	0
414	del_mutL_srlD	9	1	198	198	19	0	6	26	0	20	4	0	0	21	0	33	4	0	1	0	0	30	0	54	18	0	2	0	0	7	0	13	2	0	0	0	0
414	del_mutL_srlD	9	1	198	231	32	0	80	53	1	145	13	0	30	32	0	46	6	0	3	0	0	53	0	73	17	0	21	0	0	13	0	16	3	0	2	0	0
414	del_mutL_srlD	9	1	198	264	193	0	104	353	0	182	112	0	50	199	0	45	14	0	24	0	0	360	1	96	19	0	32	0	0	110	0	18	12	0	10	0	0
414	del_mutL_srlD	9	1	198	297	0	0	212	0	0	447	0	0	99	0	0	0	0	1	207	0	0	0	0	0	0	1	443	0	0	0	0	0	0	0	89	0	0
415	del_araBAD	9	1	66	29	0	0	0	2	8	1	3	0	1	0	0	0	0	0	0	0	0	2	8	0	0	0	1	0	0	3	0	0	0	0	1	0	0
415	del_araBAD	9	1	66	66	5	1	0	9	4	0	1	1	0	5	1	0	0	0	0	0	0	7	3	0	0	0	0	0	0	1	1	0	0	0	0	0	0
415	del_araBAD	9	1	66	99	9	10	0	45	21	3	8	3	0	9	10	0	0	0	0	0	0	45	20	0	0	0	1	0	0	8	3	0	0	0	0	0	0
415	del_araBAD	9	1	66	132	4	6	4	10	6	4	0	1	2	3	5	0	0	1	0	0	0	8	5	1	0	0	0	0	0	0	1	0	0	0	1	0	0
415	del_araBAD	9	1	66	165	25	5	30	27	12	59	25	4	15	25	4	7	22	1	0	0	0	30	15	7	32	0	3	0	0	25	4	4	11	0	1	0	0
415	del_araBAD	9	1	66	198	18	0	6	50	2	13	5	0	2	19	0	9	2	0	0	0	0	51	2	24	1	0	2	0	0	5	0	1	3	0	1	0	0
415	del_araBAD	9	1	66	231	9	0	4	17	0	19	4	1	1	9	0	11	5	0	0	0	0	18	0	24	12	0	2	0	0	4	1	3	16	0	1	0	0
415	del_araBAD	9	1	66	264	53	0	51	167	0	111	74	0	67	53	0	1	10	0	28	0	0	168	0	1	14	0	83	0	0	74	0	1	8	0	36	0	0
415	del_araBAD	9	1	66	297	0	0	103	0	0	255	0	0	98	0	0	0	0	0	103	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	98	0	0
416	del_mutL	9	0	0	29	12	12	1	23	32	0	5	3	1	3	11	0	0	0	1	0	0	10	26	0	0	2	0	0	0	4	3	0	0	0	0	0	0
416	del_mutL	9	0	0	66	50	8	0	115	16	4	37	2	1	47	2	7	7	0	0	0	0	109	3	17	11	1	4	0	0	33	2	0	2	0	2	0	0
416	del_mutL	9	0	0	99	37	8	0	111	18	1	28	2	0	36	0	8	3	0	0	0	0	111	0	17	5	0	1	0	0	29	0	2	1	0	0	0	0
416	del_mutL	9	0	0	132	5	0	0	13	0	0	2	0	0	8	0	2	2	0	0	0	0	15	0	9	14	0	0	0	0	2	0	3	2	0	0	0	0
416	del_mutL	9	0	0	165	44	5	0	98	20	5	21	5	1	40	0	3	2	0	0	0	0	80	0	11	5	0	5	0	0	19	0	2	0	0	2	0	0
416	del_mutL	9	0	0	198	22	4	0	57	3	2	20	2	0	22	0	4	0	0	0	0	0	52	0	3	5	0	2	0	0	17	0	2	4	0	0	0	0
416	del_mutL	9	0	0	231	11	9	1	46	10	5	6	3	1	11	1	8	0	0	1	0	0	46	1	9	0	0	5	0	0	5	0	3	0	0	1	0	0
416	del_mutL	9	0	0	264	10	0	44	19	0	69	9	0	16	10	0	0	0	0	44	0	0	19	0	0	0	0	69	0	0	10	0	0	0	0	16	0	0
416	del_mutL	9	0	0	297	0	0	63	0	0	130	0	0	90	0	0	0	0	0	63	0	0	0	0	0	0	0	130	0	0	0	0	0	0	0	89	0	0
417	del_srlD	9	1	165	29	19	0	57	42	4	19	6	0	7	19	0	0	28	0	25	0	0	42	4	0	12	0	7	0	0	6	0	0	7	0	0	0	0
417	del_srlD	9	1	165	66	1	0	0	4	1	0	5	2	0	1	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	5	2	0	0	0	0	0	0
417	del_srlD	9	1	165	99	0	0	0	5	2	2	22	0	0	0	0	0	0	0	0	0	0	3	2	0	1	0	1	0	0	15	0	0	0	0	0	0	0
417	del_srlD	9	1	165	132	2	0	0	2	1	4	0	1	0	2	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
417	del_srlD	9	1	165	165	0	0	6	2	2	38	4	0	4	0	0	4	0	0	2	0	0	2	0	20	5	3	16	0	0	4	0	4	0	0	2	0	0
417	del_srlD	9	1	165	198	27	0	3	35	0	11	4	0	4	27	0	1	0	0	6	0	0	37	0	9	3	0	0	0	0	4	0	3	0	0	1	0	0
417	del_srlD	9	1	165	231	15	0	4	36	0	30	7	0	8	15	0	2	1	0	1	0	0	36	0	13	16	0	1	0	0	7	0	2	5	0	1	0	0
417	del_srlD	9	1	165	264	40	1	10	91	0	57	100	0	15	40	0	1	3	0	7	0	0	91	0	12	24	0	20	0	0	107	0	5	5	0	4	0	0
417	del_srlD	9	1	165	297	0	0	8	0	0	55	0	0	8	0	0	0	0	0	8	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	8	0	0
418	del_mutL_araBAD	9	1	165	29	34	2	3	92	14	28	20	2	11	0	2	0	0	0	1	0	0	8	14	1	0	1	2	0	0	4	2	0	0	0	0	0	0
418	del_mutL_araBAD	9	1	165	66	6	0	12	22	0	26	7	0	4	6	0	4	11	0	0	0	0	22	0	17	29	0	2	0	0	7	0	7	6	0	2	0	0
418	del_mutL_araBAD	9	1	165	99	17	0	18	52	0	36	9	0	9	17	0	13	8	0	0	0	0	52	0	10	29	0	1	0	0	9	0	4	6	0	0	0	0
418	del_mutL_araBAD	9	1	165	132	16	0	22	39	0	67	10	0	21	16	0	11	11	0	0	0	0	41	0	35	30	0	3	0	0	9	0	11	10	0	0	0	0
418	del_mutL_araBAD	9	1	165	165	23	0	29	45	0	74	25	1	11	21	0	12	16	0	1	0	0	45	0	43	25	0	3	0	0	26	0	10	2	0	1	0	0
418	del_mutL_araBAD	9	1	165	198	13	0	24	40	0	49	6	0	5	26	0	3	21	0	4	0	0	89	0	15	33	0	6	0	0	20	0	2	6	0	0	0	0
418	del_mutL_araBAD	9	1	165	231	12	0	46	27	0	94	6	0	28	33	0	6	38	0	3	0	0	57	0	33	57	0	11	0	0	7	0	7	18	0	4	0	0
418	del_mutL_araBAD	9	1	165	264	37	0	60	119	1	141	103	0	54	37	0	0	30	0	28	0	0	122	1	1	56	0	77	0	0	102	0	0	13	0	37	0	0
418	del_mutL_araBAD	9	1	165	297	0	0	93	0	0	283	0	0	62	0	0	0	0	0	88	0	0	0	0	0	0	0	278	0	0	0	0	0	0	0	62	0	0
419	del_mutL_srlD	8	1	132	66	19	11	32	48	34	7	13	10	0	8	0	0	2	0	8	0	0	3	1	0	10	0	2	0	0	0	0	0	5	0	0	0	0
419	del_mutL_srlD	8	1	132	99	554	2	7	177	9	1	89	4	0	555	0	12	17	0	18	0	0	175	0	41	30	0	2	0	0	91	0	14	6	0	0	0	0
419	del_mutL_srlD	8	1	132	132	17	5	0	96	16	0	17	2	0	10	0	6	8	0	0	0	0	55	0	17	44	0	0	0	0	10	0	2	7	0	0	0	0
419	del_mutL_srlD	8	1	132	165	32	3	3	100	9	1	22	7	0	29	0	3	6	0	1	0	0	78	0	9	21	0	1	0	0	19	0	7	3	0	0	0	0
419	del_mutL_srlD	8	1	132	198	41	3	7	94	13	2	32	2	0	34	0	3	9	0	7	0	0	83	0	14	20	0	2	0	0	32	0	2	0	0	0	0	0
419	del_mutL_srlD	8	1	132	231	42	13	0	105	61	2	26	10	2	39	0	13	5	0	0	0	0	89	0	60	25	0	2	0	0	23	0	10	4	0	2	0	0
419	del_mutL_srlD	8	1	132	264	72	5	4	144	12	8	115	4	5	70	0	5	0	0	4	0	0	135	0	12	0	0	8	0	0	115	0	4	0	0	4	0	0
419	del_mutL_srlD	8	1	132	297	0	0	50	0	0	89	0	0	22	0	0	0	0	0	50	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	22	0	0
420	del_araBAD	9	1	165	29	49	0	0	74	6	0	21	2	1	49	0	0	0	0	0	0	0	74	6	0	0	0	0	0	0	21	2	0	0	0	1	0	0
420	del_araBAD	9	1	165	66	1	0	0	3	1	0	4	1	0	1	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	4	1	0	0	0	0	0	0
420	del_araBAD	9	1	165	99	8	0	4	9	9	0	1	2	0	8	0	0	0	0	0	0	0	9	3	0	0	0	0	0	0	1	2	0	0	0	0	0	0
420	del_araBAD	9	1	165	132	1	0	7	18	0	13	7	0	1	1	0	0	0	0	0	0	0	9	5	0	2	0	0	0	0	0	0	0	0	0	0	0	0
420	del_araBAD	9	1	165	165	35	0	20	65	0	37	19	0	8	35	0	14	8	0	9	0	0	65	1	25	21	0	3	0	0	19	0	1	7	0	1	0	0
420	del_araBAD	9	1	165	198	11	0	8	28	0	28	9	0	7	11	0	1	4	0	3	0	0	28	0	6	11	0	11	0	0	9	0	2	1	0	4	0	0
420	del_araBAD	9	1	165	231	25	0	10	68	0	16	16	1	6	25	0	0	2	0	10	0	0	71	0	1	4	0	14	0	0	16	1	1	2	0	6	0	0
420	del_araBAD	9	1	165	264	36	0	24	45	0	65	77	0	28	36	0	0	0	0	22	0	0	51	0	0	11	0	51	0	0	84	0	0	0	0	25	0	0
420	del_araBAD	9	1	165	297	0	0	36	0	0	79	0	0	33	0	0	0	0	0	36	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	33	0	0
421	del_mutL	8	1	66	29	12	2	0	24	21	0	7	2	1	5	1	0	0	0	0	0	0	8	16	0	0	0	0	0	0	6	1	0	0	0	0	0	0
421	del_mutL	8	1	66	66	11	6	0	44	16	0	14	9	0	6	3	4	5	0	0	0	0	30	10	11	16	0	0	0	0	7	6	4	7	0	1	0	0
421	del_mutL	8	1	66	99	23	6	0	53	18	1	12	4	0	16	0	6	8	0	0	0	0	45	1	17	8	0	2	0	0	9	0	4	3	0	0	0	0
421	del_mutL	8	1	66	132	22	8	4	37	19	1	8	2	0	15	0	8	7	0	4	0	0	26	0	19	11	0	1	0	0	3	0	2	5	0	0	0	0
421	del_mutL	8	1	66	165	36	7	5	72	21	2	24	6	0	9	0	7	27	0	5	0	0	17	0	21	55	0	1	0	0	7	0	6	17	0	0	0	0
421	del_mutL	8	1	66	231	11	11	1	27	11	2	4	3	1	11	0	11	6	0	1	0	0	27	0	11	14	0	2	0	0	4	0	3	1	0	1	0	0
421	del_mutL	8	1	66	264	47	0	28	91	0	42	36	0	31	47	0	0	0	0	28	0	0	91	0	0	0	0	42	0	0	36	0	0	0	0	31	0	0
421	del_mutL	8	1	66	297	0	0	98	0	0	228	0	0	104	0	0	0	0	0	98	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	104	0	0
422	del_srlD	9	-1	0	29	12	0	29	8	5	7	21	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	0	66	3	0	32	7	2	10	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	0	99	1	9	0	6	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	0	132	1	0	0	12	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	0	165	3	1	0	10	4	0	6	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	0	198	12	0	0	29	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	0	231	6	0	0	18	1	1	7	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	0	264	39	0	6	58	0	6	73	2	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
422	del_srlD	9	-1	0	297	0	0	19	0	0	60	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
423	del_mutL_araBAD	9	1	165	29	47	14	0	86	35	1	24	8	2	13	14	0	0	0	0	0	0	33	35	0	0	0	0	0	0	16	8	0	2	0	0	0	0
423	del_mutL_araBAD	9	1	165	66	21	6	0	65	8	0	8	1	1	25	5	0	0	0	0	0	0	78	8	0	0	0	0	0	0	11	1	0	1	0	0	0	0
423	del_mutL_araBAD	9	1	165	99	31	7	0	64	17	0	10	5	1	31	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0
423	del_mutL_araBAD	9	1	165	132	21	24	3	39	45	5	7	11	2	51	32	3	7	0	0	0	0	76	61	4	9	0	0	0	0	11	16	0	4	0	0	0	0
423	del_mutL_araBAD	9	1	165	165	38	0	10	57	0	22	24	0	6	38	0	8	0	0	3	0	0	57	1	16	0	0	11	0	0	24	0	4	0	0	4	0	0
423	del_mutL_araBAD	9	1	165	198	54	0	19	115	0	30	8	0	7	54	0	11	5	0	1	0	0	115	0	16	10	0	3	0	0	8	0	4	2	0	0	0	0
423	del_mutL_araBAD	9	1	165	231	6	0	38	22	1	114	3	1	23	6	0	21	13	0	4	0	0	22	0	65	54	0	11	0	0	3	1	16	12	0	2	0	0
423	del_mutL_araBAD	9	1	165	264	100	0	111	214	0	216	89	0	62	100	0	4	24	0	77	0	0	215	1	3	54	0	132	0	0	89	0	2	18	0	32	0	0
423	del_mutL_araBAD	9	1	165	297	0	0	115	0	0	335	0	0	97	0	0	0	0	0	115	0	0	0	0	0	0	1	334	0	0	0	0	0	0	2	95	0	0
424	wt	9	1	132	29	1	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	wt	9	1	132	66	11	6	0	21	15	0	12	3	1	11	6	0	0	0	0	0	0	21	17	0	0	0	0	0	0	12	3	0	0	0	1	0	0
424	wt	9	1	132	99	5	1	0	32	11	1	7	7	0	5	1	0	0	0	0	0	0	32	9	0	0	0	1	0	0	7	7	0	0	0	0	0	0
424	wt	9	1	132	132	5	9	0	6	11	0	2	3	2	5	6	0	0	0	0	0	0	6	6	0	0	0	0	0	0	2	3	0	0	0	0	0	0
424	wt	9	1	132	165	10	9	12	42	1	25	14	0	8	0	3	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
424	wt	9	1	132	198	33	0	4	81	0	13	36	0	15	34	0	6	2	0	4	0	0	86	0	22	2	0	9	0	0	40	0	8	1	0	13	0	0
424	wt	9	1	132	231	6	0	6	12	0	9	4	1	0	15	4	0	12	0	10	0	0	48	0	0	46	0	11	0	0	17	0	0	4	0	0	0	0
424	wt	9	1	132	264	25	0	69	74	0	147	58	0	49	25	4	1	6	0	50	0	0	74	0	0	12	0	92	0	0	58	1	1	3	0	41	0	0
424	wt	9	1	132	297	0	0	57	0	0	172	0	0	115	0	0	0	0	1	57	0	0	0	0	0	0	1	173	0	0	0	0	0	0	0	115	0	0
501	wt	7	-1	0	22	0	0	2	0	5	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	0	50	1	0	0	5	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	0	75	33	0	0	84	3	1	24	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	0	100	0	0	0	9	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	0	175	56	0	0	110	5	1	26	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	0	200	41	0	12	51	0	12	56	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
501	wt	7	-1	0	225	0	0	12	0	0	47	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
502	del_mutL_srlD	7	1	125	22	4	4	30	10	17	5	10	2	1	8	2	0	0	0	13	0	0	10	11	0	0	0	3	0	0	1	1	0	0	0	0	0	0
502	del_mutL_srlD	7	1	125	50	6	5	1	8	11	0	14	2	8	14	7	0	1	0	0	0	0	9	17	0	0	0	0	0	0	23	3	0	9	0	0	0	0
502	del_mutL_srlD	7	1	125	75	2	1	0	5	8	3	0	4	1	1	1	0	0	0	0	0	0	5	8	0	0	0	0	0	0	0	4	0	0	0	0	0	0
502	del_mutL_srlD	7	1	125	100	6	0	18	14	0	6	2	0	1	6	0	0	6	0	24	0	0	15	0	1	4	0	8	0	0	2	0	1	0	0	1	0	0
502	del_mutL_srlD	7	1	125	175	2	0	1	5	0	4	2	0	3	2	0	0	13	0	1	0	0	5	0	4	9	0	4	0	0	2	0	1	11	0	2	0	0
502	del_mutL_srlD	7	1	125	200	35	0	52	92	1	47	61	0	56	35	0	0	11	0	24	0	0	92	0	0	12	0	19	0	0	61	0	0	19	0	26	0	0
502	del_mutL_srlD	7	1	125	225	0	0	33	0	0	118	0	0	48	0	0	0	0	0	31	0	0	0	0	0	0	1	117	0	0	0	0	0	0	0	48	0	0
503	del_araBAD	8	0	0	22	1	1	3	7	2	0	2	1	1	0	0	0	0	0	0	0	0	6	2	0	0	0	0	0	0	2	1	0	0	0	1	0	0
503	del_araBAD	8	0	0	50	4	0	1	12	2	0	7	0	2	6	1	0	0	0	3	0	0	11	1	1	1	0	0	0	0	7	0	0	0	0	2	0	0
503	del_araBAD	8	0	0	75	0	0	0	8	4	2	4	1	0	0	0	0	0	0	0	0	0	8	0	4	0	0	2	0	0	5	0	1	0	0	0	0	0
503	del_araBAD	8	0	0	100	6	0	0	12	0	0	2	0	0	6	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
503	del_araBAD	8	0	0	150	54	7	7	33	7	5	9	2	6	42	0	7	12	0	8	0	0	24	0	7	9	0	5	0	0	5	0	2	2	0	8	0	0
503	del_araBAD	8	0	0	175	9	1	3	33	0	3	33	0	7	9	0	0	0	0	3	0	0	33	0	0	1	0	3	0	0	33	0	0	0	0	7	0	0
503	del_araBAD	8	0	0	200	15	0	2	56	0	14	45	0	14	14	0	0	0	1	2	0	0	56	0	0	0	0	14	0	0	44	0	0	0	0	14	0	0
503	del_araBAD	8	0	0	225	0	0	15	0	0	53	0	0	48	0	0	0	0	1	14	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	48	0	0
504	del_mutL	8	0	0	22	2	8	3	9	15	0	6	4	1	2	8	0	3	0	0	0	0	9	15	0	0	0	0	0	0	6	4	0	1	0	0	0	0
504	del_mutL	8	0	0	50	26	0	1	40	5	2	60	0	3	24	0	0	1	0	0	0	0	39	4	0	0	1	0	0	0	59	0	0	2	0	1	0	0
504	del_mutL	8	0	0	75	3	1	1	3	11	1	6	6	1	0	0	0	0	0	0	0	0	2	11	0	0	0	0	0	0	0	3	0	1	0	0	0	0
504	del_mutL	8	0	0	100	5	0	0	14	1	1	5	1	0	7	1	0	0	0	0	0	0	15	0	0	1	0	0	0	0	9	4	0	0	0	0	0	0
504	del_mutL	8	0	0	150	19	0	11	30	8	6	18	1	6	23	0	0	10	0	0	0	0	31	8	0	8	0	0	0	0	19	1	0	5	0	0	0	0
504	del_mutL	8	0	0	175	4	1	0	15	4	2	2	1	0	4	1	0	0	0	0	0	0	15	5	0	2	0	0	0	0	2	0	0	0	0	0	0	0
