pop	pop_type	num_TP	out	TP	SE	SF	SP	NE	NF	NP	IE	IF	IP	S1	S2	S3	S4	S5	S6	S7	S8	N1	N2	N3	N4	N5	N6	N7	N8	I1	I2	I3	I4	I5	I6	I7	I8
402	del_mutL_srlD	9	1	264	148	28	250	346	96	476	98	16	220	148	28	0	3	0	139	109	0	346	97	2	1	0	193	283	0	96	15	0	2	1	72	148	0
402	del_mutL_srlD	9	1	297	214	28	256	575	96	438	206	16	169	214	28	10	47	0	199	0	0	575	97	24	59	0	354	0	0	204	16	0	44	0	127	0	0
403	del_araBAD	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
403	del_araBAD	7	1	66	0	0	2	0	0	14	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	3	0	0	0
403	del_araBAD	7	1	99	1	0	52	2	7	77	1	2	19	0	0	0	0	0	43	9	0	3	8	0	0	1	67	7	0	1	2	0	0	0	17	3	0
403	del_araBAD	7	1	132	34	0	24	60	8	53	13	2	18	33	0	2	0	0	13	10	0	60	9	1	1	0	43	4	0	13	2	0	1	0	16	2	0
403	del_araBAD	7	1	165	37	0	25	83	10	52	21	2	17	37	0	9	0	0	6	12	0	83	9	11	1	1	24	19	0	21	2	2	1	0	8	8	0
403	del_araBAD	7	1	231	41	0	25	101	10	45	29	2	14	41	0	14	0	0	1	13	0	101	10	31	2	0	10	19	0	29	2	6	2	0	3	5	0
403	del_araBAD	7	1	264	44	0	53	109	10	137	34	2	49	44	0	15	3	0	28	7	0	109	10	40	10	0	74	13	0	34	2	6	2	1	39	1	0
403	del_araBAD	7	1	297	63	0	57	156	10	170	60	2	66	63	0	17	10	0	30	0	0	157	10	59	21	1	88	0	0	60	2	9	3	0	54	0	0
404	del_mutL	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
404	del_mutL	9	1	29	0	0	14	0	0	33	0	0	12	0	0	0	0	10	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	5	0	0	0
404	del_mutL	9	1	66	4	7	31	8	13	100	4	4	22	2	7	0	0	1	25	5	0	4	12	0	0	3	70	28	0	1	4	0	0	0	15	7	0
404	del_mutL	9	1	99	20	7	270	41	13	668	12	4	126	18	7	1	2	1	148	124	0	37	12	9	17	3	349	311	0	9	4	1	6	0	74	47	0
404	del_mutL	9	1	132	134	7	326	287	14	758	69	4	130	132	7	2	4	1	67	259	0	282	12	11	26	3	158	585	0	66	4	1	7	0	29	95	0
404	del_mutL	9	1	165	232	7	608	484	14	1421	107	4	230	230	7	2	47	1	99	464	0	478	12	10	106	3	224	1098	1	104	4	1	23	0	40	172	0
404	del_mutL	9	1	198	604	7	284	1371	14	609	244	4	103	595	7	2	102	0	125	87	0	1351	13	10	223	3	248	190	0	237	4	1	48	0	40	29	0
404	del_mutL	9	1	231	670	8	291	1488	16	650	253	5	103	662	7	2	119	0	110	128	0	1472	13	17	250	3	228	295	0	249	4	5	50	0	34	57	0
404	del_mutL	9	1	264	730	8	384	1623	20	853	263	5	201	720	7	4	202	1	93	96	0	1607	16	24	442	0	201	207	0	259	4	5	87	0	51	63	0
404	del_mutL	9	1	297	787	8	405	1779	26	836	313	5	219	779	7	4	248	1	161	0	0	1763	16	26	519	0	317	0	0	312	4	5	103	0	113	0	0
405	del_srlD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
405	del_srlD	8	1	29	0	0	16	0	0	10	0	0	9	0	0	0	0	10	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0
405	del_srlD	8	1	66	0	0	61	2	5	20	8	1	27	10	0	0	0	0	45	0	0	4	4	0	0	1	17	0	0	8	0	0	0	1	27	0	0
405	del_srlD	8	1	99	9	1	77	6	5	69	10	1	34	9	0	8	0	2	67	0	0	6	5	2	0	1	66	0	0	10	1	0	0	2	32	0	0
405	del_srlD	8	1	132	16	1	97	13	5	109	13	2	35	16	1	11	0	1	85	0	0	13	5	6	0	1	102	0	0	13	2	2	0	1	32	0	0
405	del_srlD	8	1	165	20	1	149	30	5	192	13	2	65	20	1	14	0	1	134	0	0	30	5	8	0	1	184	0	0	13	2	4	0	1	60	0	0
405	del_srlD	8	1	231	40	1	153	77	5	219	38	2	70	48	2	14	0	0	116	22	0	79	6	8	0	0	150	62	0	38	3	4	0	0	36	31	0
405	del_srlD	8	1	264	75	8	179	144	11	236	64	7	99	82	2	32	1	0	111	28	6	144	6	66	3	0	130	37	6	64	3	2	3	0	61	35	4
405	del_srlD	8	1	297	105	8	211	200	12	335	100	7	124	112	8	61	15	1	127	0	0	200	12	113	13	0	209	0	0	100	7	8	15	0	101	0	0
406	del_mutL_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406	del_mutL_araBAD	9	1	29	0	0	79	0	0	133	0	0	39	0	0	0	0	16	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	10	0	0	0
406	del_mutL_araBAD	9	1	66	68	4	17	105	17	44	26	4	18	7	7	0	0	2	9	2	0	12	18	0	0	5	28	5	0	4	3	0	0	4	8	7	0
406	del_mutL_araBAD	9	1	99	69	5	30	112	21	69	27	6	18	9	8	2	0	0	12	11	0	17	22	5	1	2	37	25	0	6	7	1	0	0	7	8	0
406	del_mutL_araBAD	9	1	132	76	9	23	126	22	78	31	7	19	14	8	7	0	0	6	15	0	31	23	23	1	1	34	47	0	11	7	4	0	0	5	9	0
406	del_mutL_araBAD	9	1	165	77	9	145	140	23	355	36	8	66	15	8	12	0	1	64	69	0	48	23	48	3	2	161	140	0	16	7	8	2	0	38	17	0
406	del_mutL_araBAD	9	1	198	157	9	185	328	24	402	77	8	46	94	9	16	9	0	10	157	0	237	23	56	19	1	18	316	0	57	7	8	8	1	6	31	1
406	del_mutL_araBAD	9	1	231	259	21	145	511	54	332	91	12	71	195	9	20	66	0	36	39	0	421	24	60	153	3	59	88	0	73	9	9	25	0	27	12	0
406	del_mutL_araBAD	9	1	264	384	32	42	794	92	74	149	20	54	220	9	22	105	0	42	60	0	467	27	63	241	0	75	86	0	95	9	11	37	0	54	17	0
406	del_mutL_araBAD	9	1	297	401	33	67	836	95	154	177	20	85	296	9	24	105	0	67	0	0	595	27	68	241	0	154	0	0	140	9	11	37	1	84	0	0
407	del_mutL_srlD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
407	del_mutL_srlD	8	1	29	0	0	64	0	0	101	0	0	51	0	0	0	0	20	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	19	0	0	0
407	del_mutL_srlD	8	1	66	37	8	95	62	10	154	37	2	51	11	8	0	0	1	43	45	0	7	10	0	0	5	75	73	0	17	2	0	0	0	21	23	0
407	del_mutL_srlD	8	1	99	52	8	110	100	10	200	53	2	53	25	8	2	0	1	67	41	0	44	10	8	14	5	127	48	0	30	2	1	2	0	33	14	0
407	del_mutL_srlD	8	1	132	65	8	100	123	10	204	56	2	58	40	8	4	0	0	55	66	0	67	10	14	14	5	123	100	0	35	2	2	2	0	34	32	0
407	del_mutL_srlD	8	1	165	67	8	131	132	14	313	57	2	91	65	8	8	0	0	67	56	0	125	14	24	14	1	180	96	0	54	2	3	2	0	54	27	0
407	del_mutL_srlD	8	1	231	85	8	138	215	14	318	79	2	82	86	8	9	5	0	76	52	0	212	14	37	17	1	187	99	0	75	2	7	2	0	42	30	0
407	del_mutL_srlD	8	1	264	97	8	229	247	14	515	84	2	195	98	8	31	26	1	125	44	0	250	14	129	27	2	231	122	0	83	2	29	3	0	87	78	0
407	del_mutL_srlD	8	1	297	119	9	305	310	15	655	150	2	190	127	8	46	42	0	210	0	0	331	14	159	73	3	400	0	0	151	2	31	15	0	143	0	0
408	del_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
408	del_araBAD	9	1	29	0	0	6	0	0	9	0	0	5	0	0	0	0	6	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	5	0	0	0
408	del_araBAD	9	1	66	2	0	11	3	1	20	2	0	4	2	0	0	0	11	0	0	0	3	1	0	0	20	0	0	0	2	0	0	0	4	0	0	0
408	del_araBAD	9	1	99	9	0	56	16	1	106	3	0	19	9	0	0	0	17	0	0	0	16	1	0	0	37	0	0	0	3	0	0	0	12	0	0	0
408	del_araBAD	9	1	132	18	0	150	31	1	283	6	0	54	21	0	0	0	6	124	0	0	27	1	0	0	27	237	0	0	7	0	0	0	8	41	0	0
408	del_araBAD	9	1	165	78	0	157	160	1	337	22	0	89	79	0	28	0	13	106	0	0	155	1	40	0	55	240	0	0	22	0	9	0	13	65	0	0
408	del_araBAD	9	1	198	117	0	128	252	1	264	49	0	64	117	0	36	0	0	77	7	0	272	1	54	0	0	174	14	0	57	0	12	0	2	39	2	0
408	del_araBAD	9	1	231	122	0	155	259	1	351	49	0	77	124	0	53	0	0	72	25	0	260	1	81	0	0	187	58	0	50	0	16	0	2	41	8	0
408	del_araBAD	9	1	264	142	0	323	347	1	655	69	0	145	147	0	66	2	0	116	134	0	349	1	120	1	1	267	264	0	69	0	28	0	0	52	65	0
408	del_araBAD	9	1	297	258	0	327	565	2	633	124	0	157	262	0	76	27	0	220	0	0	564	2	149	66	1	418	0	0	123	0	36	14	0	108	0	0
409	del_mutL	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
409	del_mutL	8	1	29	0	0	13	0	0	46	0	0	14	0	0	0	0	8	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	10	0	0	0
409	del_mutL	8	1	66	5	5	29	10	20	84	4	5	20	1	5	0	0	2	5	21	0	6	20	0	0	10	17	57	0	2	5	0	0	3	5	12	0
409	del_mutL	8	1	99	10	5	48	32	20	119	6	5	30	6	5	2	12	2	11	20	0	28	20	7	23	10	40	39	0	4	5	2	4	3	13	9	0
409	del_mutL	8	1	165	13	5	119	48	21	248	13	5	62	9	5	2	21	2	67	29	0	45	21	9	38	8	135	60	0	11	5	2	7	3	34	18	0
409	del_mutL	8	1	198	40	5	98	107	21	199	28	5	49	38	5	9	24	0	39	32	0	109	21	22	47	2	78	56	0	28	5	6	7	1	18	19	0
409	del_mutL	8	1	231	44	5	116	113	22	246	29	5	67	43	5	24	33	0	38	25	0	111	22	39	63	1	91	59	0	29	5	9	10	1	29	21	0
409	del_mutL	8	1	264	49	5	173	122	23	493	35	5	182	49	5	39	41	0	52	41	0	122	23	84	85	0	141	184	0	35	5	13	16	1	69	84	0
409	del_mutL	8	1	297	97	5	199	312	23	464	128	5	158	97	5	45	45	0	109	0	0	312	23	94	108	0	262	0	0	128	5	18	23	1	116	0	0
410	del_srlD	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
410	del_srlD	8	0	29	0	0	34	0	0	14	0	0	29	0	0	0	0	28	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	19	0	0	0
410	del_srlD	8	0	66	18	0	38	7	0	39	13	0	32	22	0	0	0	6	23	13	0	5	0	0	0	10	24	12	0	17	0	0	0	3	5	13	0
410	del_srlD	8	0	99	29	0	40	32	9	13	33	2	16	36	0	0	0	2	23	22	0	32	7	0	0	4	6	13	0	33	2	0	0	1	1	23	0
410	del_srlD	8	0	132	33	0	39	35	9	19	34	2	18	36	0	1	0	2	25	19	0	34	9	0	0	5	7	14	0	34	2	0	0	1	1	25	0
410	del_srlD	8	0	165	36	0	39	39	9	27	36	2	25	39	0	2	0	3	27	19	0	39	9	0	1	8	13	10	0	36	2	0	1	1	7	25	0
410	del_srlD	8	0	231	31	1	62	44	13	65	45	2	24	28	1	4	18	4	35	6	0	42	10	1	9	9	26	2	1	45	2	0	1	1	8	23	0
410	del_srlD	8	0	264	43	15	106	64	50	106	52	5	88	41	2	16	23	15	36	31	0	63	19	4	9	31	42	53	0	52	3	0	1	1	17	75	1
410	del_srlD	8	0	297	59	15	119	115	50	130	99	5	82	57	15	21	41	2	57	0	0	114	50	14	21	0	96	0	0	99	5	3	34	0	45	0	0
411	del_mutL_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
411	del_mutL_araBAD	9	1	29	0	0	43	0	0	154	0	0	27	0	0	0	0	44	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	27	0	0	0
411	del_mutL_araBAD	9	1	66	23	1	61	86	5	205	11	0	59	23	1	0	0	59	0	0	0	85	5	0	0	203	0	0	0	11	0	0	0	59	0	0	0
411	del_mutL_araBAD	9	1	99	48	1	80	175	5	237	42	0	61	48	1	0	0	50	0	0	0	176	5	0	0	152	0	0	0	44	0	0	0	36	0	0	0
411	del_mutL_araBAD	9	1	132	88	1	49	296	5	156	77	0	33	61	1	0	0	38	37	11	0	223	5	0	0	108	91	42	0	54	0	0	0	27	25	4	0
411	del_mutL_araBAD	9	1	165	98	35	101	377	71	203	96	12	46	98	33	10	7	2	62	22	0	378	67	15	5	6	127	52	0	94	12	4	0	1	30	11	0
411	del_mutL_araBAD	9	1	198	136	35	148	463	72	256	114	12	84	136	35	14	12	0	104	21	0	463	71	31	22	2	161	41	0	113	12	5	1	0	65	12	0
411	del_mutL_araBAD	9	1	231	179	35	129	526	72	252	156	12	55	179	35	23	12	0	73	25	0	526	71	46	22	2	132	54	0	154	12	6	1	0	32	15	0
411	del_mutL_araBAD	9	1	264	194	35	225	556	74	440	165	12	160	194	35	35	23	0	143	24	0	556	73	73	36	0	283	50	0	163	12	10	2	1	131	16	0
411	del_mutL_araBAD	9	1	297	245	35	218	689	74	435	246	13	119	245	35	47	46	1	124	0	0	689	73	86	85	1	264	0	0	244	12	13	18	0	91	0	0
412	wt	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
412	wt	9	0	29	0	0	5	0	0	19	0	0	3	0	0	0	0	5	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	2	0	0	0
412	wt	9	0	66	4	0	4	12	0	15	2	0	11	4	0	0	0	4	0	0	0	12	0	0	0	13	0	0	0	2	0	0	0	9	0	0	0
412	wt	9	0	99	7	0	1	15	0	16	7	0	9	7	0	0	0	1	0	0	0	15	0	0	0	13	0	0	0	8	0	0	0	6	0	0	0
412	wt	9	0	132	7	0	4	16	0	25	8	0	8	7	0	0	0	4	0	0	0	18	0	0	0	20	0	0	0	9	0	0	0	5	0	0	0
412	wt	9	0	165	10	0	21	23	0	43	8	0	26	10	0	0	0	11	0	0	0	35	0	0	0	12	0	0	0	10	0	0	0	6	0	0	0
412	wt	9	0	198	23	2	48	42	2	103	24	0	26	15	5	0	0	1	42	0	0	44	2	0	0	1	85	0	0	15	0	0	0	1	19	0	0
412	wt	9	0	231	65	2	9	116	2	37	37	0	15	55	5	0	0	1	13	0	0	101	2	0	0	1	35	0	0	23	0	0	0	0	22	0	0
412	wt	9	0	264	68	7	22	123	2	69	39	0	49	68	5	0	0	3	21	0	0	123	2	0	0	1	68	0	0	38	0	0	0	0	48	0	0
412	wt	9	0	297	74	7	27	144	2	87	64	0	54	74	7	0	0	1	26	0	0	145	2	18	0	0	68	0	0	63	0	3	0	0	52	0	0
413	wt	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
413	wt	8	0	29	0	0	2	0	0	8	0	0	8	0	0	0	0	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	8	0	0	0
413	wt	8	0	66	2	0	28	5	0	48	7	0	9	2	0	0	0	28	0	0	0	5	0	0	0	48	0	0	0	7	0	0	0	9	0	0	0
413	wt	8	0	99	15	10	26	38	9	62	11	3	10	15	10	0	0	20	0	0	0	38	9	0	0	53	0	0	0	11	3	0	0	9	0	0	0
413	wt	8	0	165	21	26	41	66	37	106	14	9	44	21	20	0	0	24	0	0	0	66	28	0	0	53	0	0	0	15	8	0	0	15	0	0	0
413	wt	8	0	198	35	29	86	117	41	197	31	14	61	26	29	0	0	14	54	8	0	82	41	0	0	29	134	12	0	23	14	0	0	1	46	1	0
413	wt	8	0	231	95	29	99	264	42	212	71	17	45	87	29	0	0	14	13	10	0	229	41	0	0	31	18	36	0	61	14	0	0	8	8	12	0
413	wt	8	0	264	115	106	31	302	216	46	74	51	52	115	35	0	1	72	16	12	0	302	52	0	1	164	8	37	0	74	21	1	2	30	14	35	0
413	wt	8	0	297	126	107	64	338	216	114	111	51	53	126	106	2	3	2	58	0	0	338	216	0	2	0	112	0	0	111	51	1	2	2	48	0	0
414	del_mutL_srlD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
414	del_mutL_srlD	9	1	29	0	0	51	0	0	35	0	0	29	0	0	0	0	35	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	19	0	0	0
414	del_mutL_srlD	9	1	66	19	2	60	9	13	80	21	1	25	30	3	0	0	3	14	27	0	8	12	0	0	4	37	38	0	17	1	0	0	1	10	14	0
414	del_mutL_srlD	9	1	99	23	3	119	32	13	163	24	1	61	21	4	1	0	2	65	47	0	30	13	3	0	2	75	95	0	20	1	1	0	1	50	26	0
414	del_mutL_srlD	9	1	132	59	3	168	91	13	298	49	1	86	53	4	5	4	2	111	66	0	87	13	7	7	2	190	131	0	43	1	1	2	1	60	34	0
414	del_mutL_srlD	9	1	165	86	3	282	148	13	562	77	1	137	82	4	42	7	0	188	58	0	144	13	89	25	1	329	128	0	63	1	15	3	3	111	32	0
414	del_mutL_srlD	9	1	198	94	3	299	188	13	568	101	1	117	88	4	96	11	0	161	78	0	184	13	204	31	1	237	163	0	90	1	35	5	1	84	34	0
414	del_mutL_srlD	9	1	231	112	3	392	216	13	739	106	1	155	109	4	129	33	0	178	73	0	216	13	258	72	1	277	160	0	97	1	48	13	1	91	32	0
414	del_mutL_srlD	9	1	264	144	4	657	270	14	1219	120	1	303	140	4	230	51	0	321	62	0	268	13	423	134	3	546	117	0	109	1	86	27	2	158	49	0
414	del_mutL_srlD	9	1	297	341	4	672	639	15	1296	235	5	283	346	4	305	85	1	276	0	0	658	15	575	173	1	528	0	0	229	3	112	44	2	133	0	0
415	del_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
415	del_araBAD	9	1	29	0	0	0	0	0	11	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	4	0	0	0
415	del_araBAD	9	1	66	0	0	6	1	6	17	1	0	5	0	0	0	0	6	0	0	0	1	6	0	0	14	0	0	0	1	0	0	0	5	0	0	0
415	del_araBAD	9	1	99	5	0	20	10	10	73	4	0	13	5	1	0	0	19	0	0	0	9	10	0	0	68	0	0	0	4	1	0	0	12	0	0	0
415	del_araBAD	9	1	132	14	4	21	55	13	45	12	0	8	14	5	0	0	15	0	0	0	54	15	0	0	32	0	0	0	12	1	0	0	6	0	0	0
415	del_araBAD	9	1	165	18	4	77	65	14	132	12	0	52	18	5	0	0	15	0	55	0	67	16	0	0	31	0	74	0	14	1	0	0	7	0	42	0
415	del_araBAD	9	1	198	41	17	65	93	39	144	37	8	26	49	17	0	3	2	12	39	0	106	40	0	4	6	32	76	0	44	8	0	0	0	2	19	0
415	del_araBAD	9	1	231	60	18	58	143	48	121	42	8	27	62	17	5	5	3	22	27	0	143	41	10	6	8	59	41	2	42	8	1	4	1	9	27	0
415	del_araBAD	9	1	264	70	20	150	160	53	377	46	10	162	70	20	20	15	0	52	61	0	161	51	48	21	3	142	164	0	46	9	4	20	1	60	78	0
415	del_araBAD	9	1	297	123	22	198	327	53	465	120	10	186	123	20	28	39	2	131	0	0	329	53	57	59	0	347	0	0	120	10	9	38	0	139	0	0
416	del_mutL	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
416	del_mutL	9	0	29	0	0	25	0	0	55	0	0	9	0	0	0	0	15	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	7	0	0	0
416	del_mutL	9	0	66	3	6	74	5	16	169	3	2	44	3	5	0	0	9	22	39	0	6	16	0	0	22	64	75	0	4	2	0	0	4	11	25	0
416	del_mutL	9	0	99	37	6	85	68	16	236	23	2	54	36	6	6	4	17	34	22	0	68	16	15	9	34	129	46	0	22	2	0	2	9	26	17	0
416	del_mutL	9	0	132	74	6	53	158	16	159	47	3	31	75	6	11	5	13	16	11	0	162	16	31	12	33	63	38	0	44	3	1	3	6	18	10	0
416	del_mutL	9	0	165	77	7	98	169	17	270	50	3	55	83	7	13	7	6	48	18	0	181	17	40	25	16	130	47	0	48	3	4	5	2	34	12	0
416	del_mutL	9	0	198	113	7	88	267	18	233	82	3	45	116	7	16	13	6	25	25	0	280	17	46	34	11	68	62	0	81	3	5	5	2	24	11	0
416	del_mutL	9	0	231	161	10	58	402	25	152	111	8	21	155	7	18	14	7	28	0	0	377	20	51	40	9	76	0	0	104	5	7	9	0	15	0	0
416	del_mutL	9	0	264	181	46	55	463	99	105	119	17	29	167	14	32	14	0	55	0	0	423	29	66	40	4	101	0	0	109	5	12	9	0	30	1	0
416	del_mutL	9	0	297	191	46	109	482	99	216	128	17	110	177	14	32	14	0	109	0	0	442	30	66	40	3	216	0	0	119	5	12	9	0	110	0	0
417	del_srlD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
417	del_srlD	9	1	29	0	0	76	0	0	65	0	0	13	0	0	0	0	72	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	13	0	0	0
417	del_srlD	9	1	66	26	0	51	47	3	20	11	0	9	42	0	0	0	31	0	0	0	51	3	0	0	16	0	0	0	11	0	0	0	9	0	0	0
417	del_srlD	9	1	99	27	0	50	53	5	21	17	2	23	54	0	0	0	12	0	0	0	63	5	0	0	8	0	0	0	17	2	0	0	16	0	0	0
417	del_srlD	9	1	132	27	0	52	58	7	21	33	2	8	54	0	0	0	0	0	9	0	63	7	0	0	2	0	5	0	33	2	0	0	0	0	0	0
417	del_srlD	9	1	165	25	0	56	56	7	61	28	2	15	31	0	0	1	0	7	11	0	55	7	0	1	3	40	10	0	26	2	0	0	0	8	2	0
417	del_srlD	9	1	198	25	0	90	56	7	110	32	2	25	25	0	0	3	0	31	50	0	58	7	11	1	1	41	55	0	30	2	1	0	0	10	10	0
417	del_srlD	9	1	231	49	0	82	89	7	142	35	2	37	49	0	4	8	0	36	34	0	89	7	20	2	1	47	70	0	28	2	5	1	0	11	16	0
417	del_srlD	9	1	264	63	0	122	125	10	253	42	2	145	63	0	6	18	0	44	54	0	125	7	40	17	3	69	128	0	35	2	9	6	0	19	118	0
417	del_srlD	9	1	297	104	1	88	217	10	216	148	3	46	104	0	8	32	0	49	0	0	217	7	54	63	3	99	0	0	148	2	14	17	0	16	0	0
418	del_mutL_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
418	del_mutL_araBAD	9	1	29	0	0	39	0	0	134	0	0	33	0	0	0	0	3	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	6	0	0	0
418	del_mutL_araBAD	9	1	66	35	2	20	95	13	74	19	2	23	1	2	0	0	0	8	13	0	11	13	0	0	2	38	32	0	4	2	0	0	0	14	8	0
418	del_mutL_araBAD	9	1	99	39	2	51	113	13	144	24	2	36	5	2	3	1	0	15	36	0	29	13	16	4	2	18	106	0	8	2	5	3	0	9	20	0
418	del_mutL_araBAD	9	1	132	53	2	75	162	13	201	33	2	58	19	2	9	1	0	33	36	0	78	13	24	4	2	86	90	0	17	2	7	3	0	27	21	0
418	del_mutL_araBAD	9	1	165	58	2	122	188	14	293	39	2	89	24	2	9	1	0	45	69	0	106	14	24	5	1	109	154	0	23	2	7	3	0	37	44	0
418	del_mutL_araBAD	9	1	198	92	2	125	244	14	326	68	2	71	57	2	33	13	0	18	81	0	162	14	87	23	1	59	210	0	51	2	23	4	0	16	48	0
418	del_mutL_araBAD	9	1	231	107	2	167	289	14	401	73	2	100	85	2	36	24	0	21	115	0	256	14	113	40	1	67	222	0	70	2	31	11	0	22	44	0
418	del_mutL_araBAD	9	1	264	118	2	254	314	14	636	78	3	251	117	2	49	34	0	48	129	0	311	14	150	87	2	139	266	0	76	2	41	23	0	85	105	0
418	del_mutL_araBAD	9	1	297	158	2	307	436	15	798	186	3	205	156	2	49	135	0	125	0	0	436	15	155	259	1	383	0	0	184	2	41	61	0	106	0	0
419	del_mutL_srlD	8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
419	del_mutL_srlD	8	1	66	0	0	62	0	0	89	0	0	23	0	0	0	0	18	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	5	0	0	0
419	del_mutL_srlD	8	1	99	3	0	622	11	0	265	0	0	116	9	0	0	0	9	575	27	0	13	1	0	0	2	211	37	0	5	0	0	0	0	103	8	0
419	del_mutL_srlD	8	1	132	541	0	106	177	1	210	81	0	54	534	0	8	7	9	40	37	0	164	1	30	18	2	42	111	0	83	0	10	3	0	13	21	0
419	del_mutL_srlD	8	1	165	543	0	142	208	1	289	86	0	78	545	0	12	14	0	59	53	0	199	1	40	46	1	93	109	0	88	0	11	8	0	29	28	0
419	del_mutL_srlD	8	1	198	565	0	171	271	1	335	100	0	98	559	0	15	18	0	73	62	0	261	1	50	59	0	107	128	0	102	0	12	11	0	27	46	0
419	del_mutL_srlD	8	1	231	593	0	195	358	1	413	129	0	107	592	0	20	40	0	67	74	0	358	1	61	119	0	109	135	0	131	0	17	17	0	37	35	0
419	del_mutL_srlD	8	1	264	631	0	241	460	1	478	153	0	207	630	0	34	47	0	124	37	0	460	1	134	150	1	174	19	0	155	0	33	25	1	121	25	0
419	del_mutL_srlD	8	1	297	777	42	103	764	154	110	314	39	29	745	0	42	47	0	88	0	0	618	1	153	150	0	106	0	0	290	0	39	25	0	28	0	0
420	del_araBAD	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
420	del_araBAD	9	1	29	0	0	49	0	0	80	0	0	24	0	0	0	0	49	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	24	0	0	0
420	del_araBAD	9	1	66	49	0	1	74	2	8	21	1	7	49	0	0	0	1	0	0	0	74	2	0	0	8	0	0	0	21	1	0	0	7	0	0	0
420	del_araBAD	9	1	99	50	0	12	76	7	19	25	3	4	50	0	0	0	8	0	0	0	76	7	0	0	13	0	0	0	25	3	0	0	4	0	0	0
420	del_araBAD	9	1	132	58	0	12	86	15	32	26	5	9	58	0	0	0	1	0	0	0	86	10	0	0	16	0	0	0	27	5	0	0	0	0	0	0
420	del_araBAD	9	1	165	59	0	66	104	15	116	33	5	29	59	0	0	0	0	25	41	0	97	15	0	0	1	35	79	0	27	5	0	0	0	2	26	0
